frame.number;ip.src;tcp.srcport;mqtt.clientid;mqtt.msgid;label
2712;10.6.56.36;47642;154;51;0
2713;10.6.56.1;1883;;;0
2714;10.6.56.1;1883;;;0
2715;10.6.56.36;47644;;;0
2716;10.6.56.36;47642;;;0
2717;10.6.56.36;47640;153;51;0
2718;10.6.56.1;1883;;;0
2719;10.6.56.36;47638;151;51;0
2720;10.6.56.36;47640;;;0
2721;10.6.56.1;1883;;;0
2722;10.6.56.36;47638;;;0
2723;10.6.56.34;40866;252;51;0
2724;10.6.56.34;40864;253;51;0
2725;10.6.56.34;40868;251;51;0
2726;10.6.56.1;1883;;;0
2727;10.6.56.1;1883;;;0
2728;10.6.56.34;40864;;;0
2729;10.6.56.1;1883;;;0
2730;10.6.56.34;40866;;;0
2731;10.6.56.34;40868;;;0
2732;10.6.56.34;40870;254;51;0
2733;10.6.56.1;1883;;;0
2734;10.6.56.34;40870;;;0
2735;10.6.56.41;123;;;0
2736;10.6.56.1;123;;;0
2737;10.6.56.41;49188;134;52;0
2738;10.6.56.1;1883;;;0
2739;10.6.56.41;49186;132;52;0
2740;10.6.56.1;1883;;;0
2741;10.6.56.41;49184;133;52;0
2742;10.6.56.1;1883;;;0
2743;10.6.56.41;49186;;;0
2744;10.6.56.41;49188;;;0
2745;10.6.56.41;49184;;;0
2746;10.6.56.41;49182;131;52;0
2747;10.6.56.1;1883;;;0
2748;10.6.56.41;49182;;;0
2749;10.6.56.50;44534;234;52;0
2750;10.6.56.50;44538;232;52;0
2751;10.6.56.1;1883;;;0
2752;10.6.56.50;44540;231;52;0
2753;10.6.56.1;1883;;;0
2754;10.6.56.1;1883;;;0
2755;10.6.56.50;44534;;;0
2756;10.6.56.50;44540;;;0
2757;10.6.56.50;44538;;;0
2758;10.6.56.50;44536;233;52;0
2759;10.6.56.1;1883;;;0
2760;10.6.56.50;44536;;;0
2761;10.6.56.36;47644;152;52;0
2762;10.6.56.36;47642;154;52;0
2763;10.6.56.1;1883;;;0
2764;10.6.56.1;1883;;;0
2765;10.6.56.36;47644;;;0
2766;10.6.56.36;47642;;;0
2767;10.6.56.36;47640;153;52;0
2768;10.6.56.1;1883;;;0
2769;10.6.56.36;47640;;;0
2770;10.6.56.36;47638;151;52;0
2771;10.6.56.1;1883;;;0
2772;10.6.56.36;47638;;;0
2773;10.6.56.34;40866;252;52;0
2774;10.6.56.34;40864;253;52;0
2775;10.6.56.34;40870;254;52;0
2776;10.6.56.34;40868;251;52;0
2777;10.6.56.1;1883;;;0
2778;10.6.56.1;1883;;;0
2779;10.6.56.1;1883;;;0
2780;10.6.56.1;1883;;;0
2781;10.6.56.34;40864;;;0
2782;10.6.56.34;40866;;;0
2783;10.6.56.34;40870;;;0
2784;10.6.56.34;40868;;;0
2785;10.6.56.36;123;;;0
2786;10.6.56.1;123;;;0
2787;10.6.56.50;123;;;0
2788;10.6.56.1;123;;;0
2789;10.6.56.41;49184;133;53;0
2790;10.6.56.41;49182;131;53;0
2791;10.6.56.41;49186;132;53;0
2792;10.6.56.1;1883;;;0
2793;10.6.56.1;1883;;;0
2794;10.6.56.41;49188;134;53;0
2795;10.6.56.1;1883;;;0
2796;10.6.56.1;1883;;;0
2797;10.6.56.41;49184;;;0
2798;10.6.56.41;49182;;;0
2799;10.6.56.41;49186;;;0
2800;10.6.56.41;49188;;;0
2801;10.6.56.50;44538;232;53;0
2802;10.6.56.50;44534;234;53;0
2803;10.6.56.50;44540;231;53;0
2804;10.6.56.1;1883;;;0
2805;10.6.56.50;44536;233;53;0
2806;10.6.56.1;1883;;;0
2807;10.6.56.50;44534;;;0
2808;10.6.56.1;1883;;;0
2809;10.6.56.50;44538;;;0
2810;10.6.56.1;1883;;;0
2811;10.6.56.50;44536;;;0
2812;10.6.56.50;44540;;;0
2813;10.6.56.36;47644;152;53;0
2814;10.6.56.36;47642;154;53;0
2815;10.6.56.1;1883;;;0
2816;10.6.56.36;47638;151;53;0
2817;10.6.56.36;47640;153;53;0
2818;10.6.56.1;1883;;;0
2819;10.6.56.36;47642;;;0
2820;10.6.56.36;47644;;;0
2821;10.6.56.1;1883;;;0
2822;10.6.56.1;1883;;;0
2823;10.6.56.36;47638;;;0
2824;10.6.56.36;47640;;;0
2825;10.6.56.34;40864;253;53;0
2826;10.6.56.34;40868;251;53;0
2827;10.6.56.34;40866;252;53;0
2828;10.6.56.1;1883;;;0
2829;10.6.56.34;40870;254;53;0
2830;10.6.56.1;1883;;;0
2831;10.6.56.1;1883;;;0
2832;10.6.56.1;1883;;;0
2833;10.6.56.34;40866;;;0
2834;10.6.56.34;40868;;;0
2835;10.6.56.34;40864;;;0
2836;10.6.56.34;40870;;;0
2837;10.6.56.41;49182;131;54;0
2838;10.6.56.41;49186;132;54;0
2839;10.6.56.41;49184;133;54;0
2840;10.6.56.41;49188;134;54;0
2841;10.6.56.1;1883;;;0
2842;10.6.56.1;1883;;;0
2843;10.6.56.1;1883;;;0
2844;10.6.56.1;1883;;;0
2845;10.6.56.41;49186;;;0
2846;10.6.56.41;49188;;;0
2847;10.6.56.41;49182;;;0
2848;10.6.56.41;49184;;;0
2849;10.6.56.50;44534;234;54;0
2850;10.6.56.50;44538;232;54;0
2851;10.6.56.50;44540;231;54;0
2852;10.6.56.1;1883;;;0
2853;10.6.56.1;1883;;;0
2854;10.6.56.50;44536;233;54;0
2855;10.6.56.1;1883;;;0
2856;10.6.56.1;1883;;;0
2857;10.6.56.50;44538;;;0
2858;10.6.56.50;44536;;;0
2859;10.6.56.50;44534;;;0
2860;10.6.56.50;44540;;;0
2861;10.6.56.36;47640;153;54;0
2862;10.6.56.36;47642;154;54;0
2863;10.6.56.1;1883;;;0
2864;10.6.56.1;1883;;;0
2865;10.6.56.36;47638;151;54;0
2866;10.6.56.36;47644;152;54;0
2867;10.6.56.36;47640;;;0
2868;10.6.56.1;1883;;;0
2869;10.6.56.36;47642;;;0
2870;10.6.56.1;1883;;;0
2871;10.6.56.36;47638;;;0
2872;10.6.56.36;47644;;;0
2873;10.6.56.34;40866;252;54;0
2874;10.6.56.34;40870;254;54;0
2875;10.6.56.1;1883;;;0
2876;10.6.56.34;40868;251;54;0
2877;10.6.56.1;1883;;;0
2878;10.6.56.34;40866;;;0
2879;10.6.56.1;1883;;;0
2880;10.6.56.34;40870;;;0
2881;10.6.56.34;40868;;;0
2882;10.6.56.34;40864;253;54;0
2883;10.6.56.1;1883;;;0
2884;10.6.56.34;40864;;;0
2885;10.6.56.41;123;;;0
2886;10.6.56.1;123;;;0
2887;10.6.56.41;49182;131;55;0
2888;10.6.56.41;49186;132;55;0
2889;10.6.56.41;49184;133;55;0
2890;10.6.56.41;49188;134;55;0
2891;10.6.56.1;1883;;;0
2892;10.6.56.1;1883;;;0
2893;10.6.56.1;1883;;;0
2894;10.6.56.1;1883;;;0
2895;10.6.56.41;49182;;;0
2896;10.6.56.41;49184;;;0
2897;10.6.56.41;49186;;;0
2898;10.6.56.41;49188;;;0
2899;10.6.56.50;44534;234;55;0
2900;10.6.56.50;44540;231;55;0
2901;10.6.56.1;1883;;;0
2902;10.6.56.1;1883;;;0
2903;10.6.56.50;44538;232;55;0
2904;10.6.56.1;1883;;;0
2905;10.6.56.50;44534;;;0
2906;10.6.56.50;44540;;;0
2907;10.6.56.50;44538;;;0
2908;10.6.56.50;44536;233;55;0
2909;10.6.56.1;1883;;;0
2910;10.6.56.50;44536;;;0
2911;10.6.56.36;47644;152;55;0
2912;10.6.56.36;47642;154;55;0
2913;10.6.56.1;1883;;;0
2914;10.6.56.1;1883;;;0
2915;10.6.56.36;47644;;;0
2916;10.6.56.36;47640;153;55;0
2917;10.6.56.1;1883;;;0
2918;10.6.56.36;47640;;;0
2919;10.6.56.36;47642;;;0
2920;10.6.56.36;47638;151;55;0
2921;10.6.56.1;1883;;;0
2922;10.6.56.36;47638;;;0
2923;10.6.56.34;40864;253;55;0
2924;10.6.56.34;40870;254;55;0
2925;10.6.56.1;1883;;;0
2926;10.6.56.34;40868;251;55;0
2927;10.6.56.1;1883;;;0
2928;10.6.56.34;40866;252;55;0
2929;10.6.56.1;1883;;;0
2930;10.6.56.1;1883;;;0
2931;10.6.56.34;40864;;;0
2932;10.6.56.34;40870;;;0
2933;10.6.56.34;40868;;;0
2934;10.6.56.34;40866;;;0
2935;10.6.56.36;123;;;0
2936;10.6.56.1;123;;;0
2937;10.6.56.50;123;;;0
2938;10.6.56.1;123;;;0
2939;10.6.56.41;49188;134;56;0
2940;10.6.56.41;49184;133;56;0
2941;10.6.56.41;49186;132;56;0
2942;10.6.56.1;1883;;;0
2943;10.6.56.41;49182;131;56;0
2944;10.6.56.1;1883;;;0
2945;10.6.56.1;1883;;;0
2946;10.6.56.1;1883;;;0
2947;10.6.56.41;49184;;;0
2948;10.6.56.41;49182;;;0
2949;10.6.56.41;49188;;;0
2950;10.6.56.41;49186;;;0
2951;10.6.56.50;44534;234;56;0
2952;10.6.56.50;44540;231;56;0
2953;10.6.56.1;1883;;;0
2954;10.6.56.50;44538;232;56;0
2955;10.6.56.1;1883;;;0
2956;10.6.56.1;1883;;;0
2957;10.6.56.50;44534;;;0
2958;10.6.56.50;44540;;;0
2959;10.6.56.50;44538;;;0
2960;10.6.56.50;44536;233;56;0
2961;10.6.56.1;1883;;;0
2962;10.6.56.50;44536;;;0
2963;10.6.56.36;47638;151;56;0
2964;10.6.56.36;47640;153;56;0
2965;10.6.56.1;1883;;;0
2966;10.6.56.36;47644;152;56;0
2967;10.6.56.1;1883;;;0
2968;10.6.56.36;47638;;;0
2969;10.6.56.36;47640;;;0
2970;10.6.56.1;1883;;;0
2971;10.6.56.36;47644;;;0
2972;10.6.56.36;47642;154;56;0
2973;10.6.56.1;1883;;;0
2974;10.6.56.36;47642;;;0
2975;10.6.56.34;40870;254;56;0
2976;10.6.56.34;40866;252;56;0
2977;10.6.56.34;40864;253;56;0
2978;10.6.56.1;1883;;;0
2979;10.6.56.34;40868;251;56;0
2980;10.6.56.1;1883;;;0
2981;10.6.56.34;40866;;;0
2982;10.6.56.1;1883;;;0
2983;10.6.56.1;1883;;;0
2984;10.6.56.34;40870;;;0
2985;10.6.56.34;40864;;;0
2986;10.6.56.34;40868;;;0
2987;10.6.56.41;49188;134;57;0
2988;10.6.56.41;49186;132;57;0
2989;10.6.56.1;1883;;;0
2990;10.6.56.41;49184;133;57;0
2991;10.6.56.1;1883;;;0
2992;10.6.56.41;49182;131;57;0
2993;10.6.56.1;1883;;;0
2994;10.6.56.1;1883;;;0
2995;10.6.56.41;49188;;;0
2996;10.6.56.41;49186;;;0
2997;10.6.56.41;49182;;;0
2998;10.6.56.41;49184;;;0
2999;10.6.56.50;44534;234;57;0
3000;10.6.56.50;44538;232;57;0
3001;10.6.56.1;1883;;;0
3002;10.6.56.50;44536;233;57;0
3003;10.6.56.1;1883;;;0
3004;10.6.56.50;44540;231;57;0
3005;10.6.56.1;1883;;;0
3006;10.6.56.1;1883;;;0
3007;10.6.56.50;44534;;;0
3008;10.6.56.50;44540;;;0
3009;10.6.56.50;44538;;;0
3010;10.6.56.50;44536;;;0
3011;10.6.56.36;47644;152;57;0
3012;10.6.56.1;1883;;;0
3013;10.6.56.36;47638;151;57;0
3014;10.6.56.36;47640;153;57;0
3015;10.6.56.36;47644;;;0
3016;10.6.56.1;1883;;;0
3017;10.6.56.1;1883;;;0
3018;10.6.56.36;47638;;;0
3019;10.6.56.36;47640;;;0
3020;10.6.56.36;47642;154;57;0
3021;10.6.56.1;1883;;;0
3022;10.6.56.36;47642;;;0
3023;10.6.56.34;40866;252;57;0
3024;10.6.56.34;40868;251;57;0
3025;10.6.56.1;1883;;;0
3026;10.6.56.34;40870;254;57;0
3027;10.6.56.34;40864;253;57;0
3028;10.6.56.1;1883;;;0
3029;10.6.56.1;1883;;;0
3030;10.6.56.34;40866;;;0
3031;10.6.56.1;1883;;;0
3032;10.6.56.34;40864;;;0
3033;10.6.56.34;40868;;;0
3034;10.6.56.34;40870;;;0
3035;10.6.56.41;49182;131;58;0
3036;10.6.56.41;49184;133;58;0
3037;10.6.56.41;49188;134;58;0
3038;10.6.56.41;49186;132;58;0
3039;10.6.56.1;1883;;;0
3040;10.6.56.1;1883;;;0
3041;10.6.56.1;1883;;;0
3042;10.6.56.1;1883;;;0
3043;10.6.56.41;49182;;;0
3044;10.6.56.41;49188;;;0
3045;10.6.56.41;49186;;;0
3046;10.6.56.41;49184;;;0
3047;10.6.56.50;44536;233;58;0
3048;10.6.56.50;44540;231;58;0
3049;10.6.56.50;44534;234;58;0
3050;10.6.56.1;1883;;;0
3051;10.6.56.1;1883;;;0
3052;10.6.56.50;44536;;;0
3053;10.6.56.1;1883;;;0
3054;10.6.56.50;44540;;;0
3055;10.6.56.50;44534;;;0
3056;10.6.56.50;44538;232;58;0
3057;10.6.56.1;1883;;;0
3058;10.6.56.50;44538;;;0
3059;10.6.56.36;47640;153;58;0
3060;10.6.56.36;47638;151;58;0
3061;10.6.56.1;1883;;;0
3062;10.6.56.36;47644;152;58;0
3063;10.6.56.1;1883;;;0
3064;10.6.56.1;1883;;;0
3065;10.6.56.36;47638;;;0
3066;10.6.56.36;47640;;;0
3067;10.6.56.36;47644;;;0
3068;10.6.56.36;47642;154;58;0
3069;10.6.56.1;1883;;;0
3070;10.6.56.36;47642;;;0
3071;10.6.56.34;40870;254;58;0
3072;10.6.56.34;40866;252;58;0
3073;10.6.56.1;1883;;;0
3074;10.6.56.1;1883;;;0
3075;10.6.56.34;40864;253;58;0
3076;10.6.56.34;40868;251;58;0
3077;10.6.56.34;40866;;;0
3078;10.6.56.34;40870;;;0
3079;10.6.56.1;1883;;;0
3080;10.6.56.1;1883;;;0
3081;10.6.56.34;40864;;;0
3082;10.6.56.34;40868;;;0
3083;10.6.56.41;123;;;0
3084;10.6.56.1;123;;;0
3085;10.6.56.36;123;;;0
3086;10.6.56.1;123;;;0
3087;10.6.56.41;49188;134;59;0
3088;10.6.56.41;49182;131;59;0
3089;10.6.56.41;49184;133;59;0
3090;10.6.56.1;1883;;;0
3091;10.6.56.1;1883;;;0
3092;10.6.56.1;1883;;;0
3093;10.6.56.41;49182;;;0
3094;10.6.56.41;49184;;;0
3095;10.6.56.41;49188;;;0
3096;10.6.56.41;49186;132;59;0
3097;10.6.56.1;1883;;;0
3098;10.6.56.41;49186;;;0
3099;10.6.56.50;44536;233;59;0
3100;10.6.56.50;44540;231;59;0
3101;10.6.56.1;1883;;;0
3102;10.6.56.1;1883;;;0
3103;10.6.56.50;44534;234;59;0
3104;10.6.56.50;44536;;;0
3105;10.6.56.50;44540;;;0
3106;10.6.56.50;44538;232;59;0
3107;10.6.56.1;1883;;;0
3108;10.6.56.1;1883;;;0
3109;10.6.56.50;44534;;;0
3110;10.6.56.50;44538;;;0
3111;10.6.56.36;47644;152;59;0
3112;10.6.56.36;47642;154;59;0
3113;10.6.56.1;1883;;;0
3114;10.6.56.1;1883;;;0
3115;10.6.56.36;47642;;;0
3116;10.6.56.36;47640;153;59;0
3117;10.6.56.36;47644;;;0
3118;10.6.56.1;1883;;;0
3119;10.6.56.36;47640;;;0
3120;10.6.56.36;47638;151;59;0
3121;10.6.56.1;1883;;;0
3122;10.6.56.36;47638;;;0
3123;10.6.56.34;40868;251;59;0
3124;10.6.56.34;40870;254;59;0
3125;10.6.56.34;40866;252;59;0
3126;10.6.56.1;1883;;;0
3127;10.6.56.1;1883;;;0
3128;10.6.56.34;40864;253;59;0
3129;10.6.56.34;40868;;;0
3130;10.6.56.1;1883;;;0
3131;10.6.56.34;40870;;;0
3132;10.6.56.34;40864;;;0
3133;10.6.56.1;1883;;;0
3134;10.6.56.34;40866;;;0
3135;10.6.56.50;123;;;0
3136;10.6.56.1;123;;;0
3137;10.6.56.41;49182;131;60;0
3138;10.6.56.41;49184;133;60;0
3139;10.6.56.41;49186;132;60;0
3140;10.6.56.41;49188;134;60;0
3141;10.6.56.1;1883;;;0
3142;10.6.56.1;1883;;;0
3143;10.6.56.41;49182;;;0
3144;10.6.56.41;49184;;;0
3145;10.6.56.1;1883;;;0
3146;10.6.56.1;1883;;;0
3147;10.6.56.41;49188;;;0
3148;10.6.56.41;49186;;;0
3149;10.6.56.50;44540;231;60;0
3150;10.6.56.1;1883;;;0
3151;10.6.56.50;44540;;;0
3152;10.6.56.50;44534;234;60;0
3153;10.6.56.1;1883;;;0
3154;10.6.56.50;44534;;;0
3155;10.6.56.50;44536;233;60;0
3156;10.6.56.50;44538;232;60;0
3157;10.6.56.1;1883;;;0
3158;10.6.56.50;44536;;;0
3159;10.6.56.1;1883;;;0
3160;10.6.56.50;44538;;;0
3161;10.6.56.36;47640;153;60;0
3162;10.6.56.1;1883;;;0
3163;10.6.56.36;47644;152;60;0
3164;10.6.56.36;47640;;;0
3165;10.6.56.1;1883;;;0
3166;10.6.56.36;47644;;;0
3167;10.6.56.36;47642;154;60;0
3168;10.6.56.1;1883;;;0
3169;10.6.56.36;47642;;;0
3170;10.6.56.36;47638;151;60;0
3171;10.6.56.1;1883;;;0
3172;10.6.56.36;47638;;;0
3173;10.6.56.34;40870;254;60;0
3174;10.6.56.34;40864;253;60;0
3175;10.6.56.34;40868;251;60;0
3176;10.6.56.1;1883;;;0
3177;10.6.56.1;1883;;;0
3178;10.6.56.34;40866;252;60;0
3179;10.6.56.1;1883;;;0
3180;10.6.56.1;1883;;;0
3181;10.6.56.34;40864;;;0
3182;10.6.56.34;40866;;;0
3183;10.6.56.34;40868;;;0
3184;10.6.56.34;40870;;;0
3185;10.6.56.41;49182;131;61;0
3186;10.6.56.41;49188;134;61;0
3187;10.6.56.1;1883;;;0
3188;10.6.56.41;49186;132;61;0
3189;10.6.56.1;1883;;;0
3190;10.6.56.1;1883;;;0
3191;10.6.56.41;49188;;;0
3192;10.6.56.41;49182;;;0
3193;10.6.56.41;49186;;;0
3194;10.6.56.41;49184;133;61;0
3195;10.6.56.1;1883;;;0
3196;10.6.56.41;49184;;;0
3197;10.6.56.50;44536;233;61;0
3198;10.6.56.50;44540;231;61;0
3199;10.6.56.1;1883;;;0
3200;10.6.56.1;1883;;;0
3201;10.6.56.50;44538;232;61;0
3202;10.6.56.1;1883;;;0
3203;10.6.56.50;44536;;;0
3204;10.6.56.50;44540;;;0
3205;10.6.56.50;44538;;;0
3206;10.6.56.50;44534;234;61;0
3207;10.6.56.1;1883;;;0
3208;10.6.56.50;44534;;;0
3209;10.6.56.36;47640;153;61;0
3210;10.6.56.1;1883;;;0
3211;10.6.56.36;47640;;;0
3212;10.6.56.36;47644;152;61;0
3213;10.6.56.1;1883;;;0
3214;10.6.56.36;47638;151;61;0
3215;10.6.56.1;1883;;;0
3216;10.6.56.36;47642;154;61;0
3217;10.6.56.1;1883;;;0
3218;10.6.56.36;47638;;;0
3219;10.6.56.36;47644;;;0
3220;10.6.56.36;47642;;;0
3221;10.6.56.34;40864;253;61;0
3222;10.6.56.34;40868;251;61;0
3223;10.6.56.34;40870;254;61;0
3224;10.6.56.1;1883;;;0
3225;10.6.56.1;1883;;;0
3226;10.6.56.34;40866;252;61;0
3227;10.6.56.1;1883;;;0
3228;10.6.56.1;1883;;;0
3229;10.6.56.34;40866;;;0
3230;10.6.56.34;40868;;;0
3231;10.6.56.34;40864;;;0
3232;10.6.56.34;40870;;;0
3233;10.6.56.41;123;;;0
3234;10.6.56.1;123;;;0
3235;10.6.56.41;49182;131;62;0
3236;10.6.56.1;1883;;;0
3237;10.6.56.41;49182;;;0
3238;10.6.56.41;49188;134;62;0
3239;10.6.56.1;1883;;;0
3240;10.6.56.41;49188;;;0
3241;10.6.56.41;49184;133;62;0
3242;10.6.56.41;49186;132;62;0
3243;10.6.56.1;1883;;;0
3244;10.6.56.1;1883;;;0
3245;10.6.56.41;49184;;;0
3246;10.6.56.41;49186;;;0
3247;10.6.56.50;44540;231;62;0
3248;10.6.56.1;1883;;;0
3249;10.6.56.50;44538;232;62;0
3250;10.6.56.50;44540;;;0
3251;10.6.56.1;1883;;;0
3252;10.6.56.50;44536;233;62;0
3253;10.6.56.1;1883;;;0
3254;10.6.56.50;44538;;;0
3255;10.6.56.50;44536;;;0
3256;10.6.56.50;44534;234;62;0
3257;10.6.56.1;1883;;;0
3258;10.6.56.50;44534;;;0
3259;10.6.56.36;47640;153;62;0
3260;10.6.56.1;1883;;;0
3261;10.6.56.36;47640;;;0
3262;10.6.56.36;47644;152;62;0
3263;10.6.56.1;1883;;;0
3264;10.6.56.36;47642;154;62;0
3265;10.6.56.1;1883;;;0
3266;10.6.56.36;47638;151;62;0
3267;10.6.56.1;1883;;;0
3268;10.6.56.36;47644;;;0
3269;10.6.56.36;47642;;;0
3270;10.6.56.36;47638;;;0
3271;10.6.56.34;40870;254;62;0
3272;10.6.56.34;40864;253;62;0
3273;10.6.56.1;1883;;;0
3274;10.6.56.1;1883;;;0
3275;10.6.56.34;40864;;;0
3276;10.6.56.34;40870;;;0
3277;10.6.56.34;40866;252;62;0
3278;10.6.56.1;1883;;;0
3279;10.6.56.34;40866;;;0
3280;10.6.56.34;40868;251;62;0
3281;10.6.56.1;1883;;;0
3282;10.6.56.34;40868;;;0
3283;10.6.56.36;123;;;0
3284;10.6.56.1;123;;;0
3285;10.6.56.50;123;;;0
3286;10.6.56.1;123;;;0
3287;10.6.56.41;49182;131;63;0
3288;10.6.56.1;1883;;;0
3289;10.6.56.41;49186;132;63;0
3290;10.6.56.41;49182;;;0
3291;10.6.56.41;49184;133;63;0
3292;10.6.56.1;1883;;;0
3293;10.6.56.1;1883;;;0
3294;10.6.56.41;49186;;;0
3295;10.6.56.41;49184;;;0
3296;10.6.56.41;49188;134;63;0
3297;10.6.56.1;1883;;;0
3298;10.6.56.41;49188;;;0
3299;10.6.56.50;44538;232;63;0
3300;10.6.56.50;44536;233;63;0
3301;10.6.56.1;1883;;;0
3302;10.6.56.50;44540;231;63;0
3303;10.6.56.1;1883;;;0
3304;10.6.56.50;44536;;;0
3305;10.6.56.1;1883;;;0
3306;10.6.56.50;44538;;;0
3307;10.6.56.50;44540;;;0
3308;10.6.56.50;44534;234;63;0
3309;10.6.56.1;1883;;;0
3310;10.6.56.50;44534;;;0
3311;10.6.56.36;47640;153;63;0
3312;10.6.56.1;1883;;;0
3313;10.6.56.36;47644;152;63;0
3314;10.6.56.36;47640;;;0
3315;10.6.56.1;1883;;;0
3316;10.6.56.36;47638;151;63;0
3317;10.6.56.1;1883;;;0
3318;10.6.56.36;47642;154;63;0
3319;10.6.56.1;1883;;;0
3320;10.6.56.36;47644;;;0
3321;10.6.56.36;47642;;;0
3322;10.6.56.36;47638;;;0
3323;10.6.56.34;40870;254;63;0
3324;10.6.56.34;40868;251;63;0
3325;10.6.56.1;1883;;;0
3326;10.6.56.34;40864;253;63;0
3327;10.6.56.1;1883;;;0
3328;10.6.56.34;40870;;;0
3329;10.6.56.1;1883;;;0
3330;10.6.56.34;40868;;;0
3331;10.6.56.34;40864;;;0
3332;10.6.56.34;40866;252;63;0
3333;10.6.56.1;1883;;;0
3334;10.6.56.34;40866;;;0
3335;10.6.56.41;49184;133;64;0
3336;10.6.56.1;1883;;;0
3337;10.6.56.41;49182;131;64;0
3338;10.6.56.1;1883;;;0
3339;10.6.56.41;49188;134;64;0
3340;10.6.56.1;1883;;;0
3341;10.6.56.41;49186;132;64;0
3342;10.6.56.41;49184;;;0
3343;10.6.56.1;1883;;;0
3344;10.6.56.41;49182;;;0
3345;10.6.56.41;49188;;;0
3346;10.6.56.41;49186;;;0
3347;10.6.56.50;44540;231;64;0
3348;10.6.56.50;44536;233;64;0
3349;10.6.56.50;44538;232;64;0
3350;10.6.56.1;1883;;;0
3351;10.6.56.1;1883;;;0
3352;10.6.56.1;1883;;;0
3353;10.6.56.50;44534;234;64;0
3354;10.6.56.1;1883;;;0
3355;10.6.56.50;44536;;;0
3356;10.6.56.50;44540;;;0
3357;10.6.56.50;44534;;;0
3358;10.6.56.50;44538;;;0
3359;10.6.56.36;47640;153;64;0
3360;10.6.56.1;1883;;;0
3361;10.6.56.36;47640;;;0
3362;10.6.56.36;47644;152;64;0
3363;10.6.56.1;1883;;;0
3364;10.6.56.36;47638;151;64;0
3365;10.6.56.1;1883;;;0
3366;10.6.56.36;47642;154;64;0
3367;10.6.56.36;47644;;;0
3368;10.6.56.1;1883;;;0
3369;10.6.56.36;47638;;;0
3370;10.6.56.36;47642;;;0
3371;10.6.56.34;40864;253;64;0
3372;10.6.56.1;1883;;;0
3373;10.6.56.34;40870;254;64;0
3374;10.6.56.1;1883;;;0
3375;10.6.56.34;40868;251;64;0
3376;10.6.56.34;40864;;;0
3377;10.6.56.34;40866;252;64;0
3378;10.6.56.34;40870;;;0
3379;10.6.56.1;1883;;;0
3380;10.6.56.34;40868;;;0
3381;10.6.56.1;1883;;;0
3382;10.6.56.34;40866;;;0
3383;10.6.56.41;49184;133;65;0
3384;10.6.56.41;49182;131;65;0
3385;10.6.56.1;1883;;;0
3386;10.6.56.41;49188;134;65;0
3387;10.6.56.1;1883;;;0
3388;10.6.56.1;1883;;;0
3389;10.6.56.41;49186;132;65;0
3390;10.6.56.41;49184;;;0
3391;10.6.56.41;49188;;;0
3392;10.6.56.1;1883;;;0
3393;10.6.56.41;49186;;;0
3394;10.6.56.41;49182;;;0
3395;10.6.56.50;44538;232;65;0
3396;10.6.56.50;44536;233;65;0
3397;10.6.56.1;1883;;;0
3398;10.6.56.50;44540;231;65;0
3399;10.6.56.50;44534;234;65;0
3400;10.6.56.1;1883;;;0
3401;10.6.56.50;44536;;;0
3402;10.6.56.1;1883;;;0
3403;10.6.56.1;1883;;;0
3404;10.6.56.50;44538;;;0
3405;10.6.56.50;44534;;;0
3406;10.6.56.50;44540;;;0
3407;10.6.56.36;47640;153;65;0
3408;10.6.56.1;1883;;;0
3409;10.6.56.36;47640;;;0
3410;10.6.56.36;47638;151;65;0
3411;10.6.56.36;47644;152;65;0
3412;10.6.56.1;1883;;;0
3413;10.6.56.1;1883;;;0
3414;10.6.56.36;47638;;;0
3415;10.6.56.36;47644;;;0
3416;10.6.56.36;47642;154;65;0
3417;10.6.56.1;1883;;;0
3418;10.6.56.36;47642;;;0
3419;10.6.56.34;40868;251;65;0
3420;10.6.56.34;40870;254;65;0
3421;10.6.56.1;1883;;;0
3422;10.6.56.34;40864;253;65;0
3423;10.6.56.1;1883;;;0
3424;10.6.56.1;1883;;;0
3425;10.6.56.34;40868;;;0
3426;10.6.56.34;40866;252;65;0
3427;10.6.56.1;1883;;;0
3428;10.6.56.34;40864;;;0
3429;10.6.56.34;40870;;;0
3430;10.6.56.34;40866;;;0
3431;10.6.56.41;123;;;0
3432;10.6.56.1;123;;;0
3433;10.6.56.41;49186;132;66;0
3434;10.6.56.41;49182;131;66;0
3435;10.6.56.41;49188;134;66;0
3436;10.6.56.1;1883;;;0
3437;10.6.56.41;49184;133;66;0
3438;10.6.56.1;1883;;;0
3439;10.6.56.1;1883;;;0
3440;10.6.56.41;49182;;;0
3441;10.6.56.1;1883;;;0
3442;10.6.56.41;49184;;;0
3443;10.6.56.41;49186;;;0
3444;10.6.56.41;49188;;;0
3445;10.6.56.50;44538;232;66;0
3446;10.6.56.50;44536;233;66;0
3447;10.6.56.50;44540;231;66;0
3448;10.6.56.1;1883;;;0
3449;10.6.56.50;44534;234;66;0
3450;10.6.56.1;1883;;;0
3451;10.6.56.50;44536;;;0
3452;10.6.56.50;44538;;;0
3453;10.6.56.1;1883;;;0
3454;10.6.56.1;1883;;;0
3455;10.6.56.50;44534;;;0
3456;10.6.56.50;44540;;;0
3457;10.6.56.36;47640;153;66;0
3458;10.6.56.36;47644;152;66;0
3459;10.6.56.36;47638;151;66;0
3460;10.6.56.36;47642;154;66;0
3461;10.6.56.1;1883;;;0
